id,name,area,address,postcode,lon,lat,phone,capacity,women,usage,multi,theme,management,website,email,phone_enhanced,facebook,instagram,youtube,twitter,linkedin,contact_page,MuslimsInBritainData
2497,Masjid Al-Firdaws,Coventry,30 Cromwell St,CV6 5EZ,-1.4930611,52.4216869,07590 630357,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/1547261788833430/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2498,Muslim Khatri Association,Leicester,Dashwood Rd,Unavailable,-1.1104112,52.6258103,0116 221 0010,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2499,Roosters Muslim Prayer Room,Nottingham,4-5 Angel Row,NG1 6HL,-1.1529656,52.9538817,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2500,Kilburn Welfare Association,London,217 Belsize Rd,NW6 4AA,-0.1909149,51.5382872,+44 7475 121212,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2501,Muslim prayer room mosque masjid,Sheffield,2 Surrey Ln,S1 2LX,-1.4657069,53.3790252,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2502,The Lingfield Centre,Leeds,Lingfield Dr,LS17 7EL,-1.5452548,53.8496119,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.thelingfieldcentre.org.uk/,info@thelingfieldcentre.org.uk,not available,https://www.facebook.com/thelingfieldcentre,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2503,Al Shamiyat Mussella,Northolt,"5AG, 163 Church Rd",Unavailable,-0.3764259,51.5432041,+44 7717 583774,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2504,Northern Ireland Muslim Family Association,Belfast,7 Rugby Rd,BT7 1PS,-5.9307956,54.5842275,+44 28 9031 5784,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2505,Masjid Tariq Ibn Ziyad,Leicester,91 Crafton St E,LE1 2DG,-1.1231937,52.6387034,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2507,Peace Central Masjid,Havant,15 Middle Park Way,PO9 4AB,-0.9997803,50.8653042,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2508,Friday Prayer (Jummah Salah),Liverpool,Unavailable,Unavailable,-2.9634517,53.4090127,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2509,FIC Friday Prayer Only,London,14 Montfort Pl,SW19 6QL,-0.2181675,51.4467401,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2510,Al huda Islamic Centre,Glasgow,"Al-huda House, 1185 Duke St",G31 5NW,-4.1972629,55.8537916,07402 786110,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2511,Bradford,Bradford,64 Granton St,BD3 8EF,-1.721661,53.7940771,07943 764201,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2512,Mosque,Luton,Hill Rise,LU3 3EE,-0.4686818,51.9159919,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2513,Al-Ihsaan Academy,London,785 High Rd,IG3 8RW,0.1066626,51.5661127,+44 7838 289854,Unavailable,not available,not available,False,not available,not available,http://www.al-ihsaan.org/,contact@al-ihsaan.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://www.al-ihsaan.org/contact/,False
2514,KEIGHLEY MUSLIM ASSOCIATION,Keighley,Bradford St,BD21 3EB,-1.9038044,53.8707462,+44 1535 607039,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2515,Prayer Room (Anglo/ De Beers),London,140 Saffron Hill,EC1N 8QN,-0.1059368,51.5187517,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2516,NASFAT Islamic Community Centre,Dartford,St Ronans View,DA1 1AE,0.2261699,51.4427785,01322 284524,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2517,Jummah Masjid,Woking,21-97 Dartmouth Ave,GU21 5PE,-0.5304641999999999,51.3331193,+44 7867 976889,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2518,Almarkaz ul Islami,Bradford,Beckside Ln,BD7 2JX,-1.7870285,53.7836366,+44 1274 270043,Unavailable,not available,not available,False,not available,not available,http://almarkaz.org.uk/,info@almarkazulislami.org.uk,not available,https://www.facebook.com/AlMarkazUlIslami,https://www.instagram.com/almarkaz_ul_islami/,https://www.youtube.com/@almarkaztube,Unavailable,https://uk.linkedin.com/company/al-markaz-ul-islami,Unavailable,False
2519,Friday prayers,Milton Keynes,18Waterside,MK6 3DG,-0.7389981999999999,52.0340198,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2520,Jumu’ah Salah/Friday Prayer in Redhouse Community Centre,Swindon,Unavailable,Unavailable,-1.8150938,51.6032816,+44 7894 062893,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2521,Masjid (Friday & Taraweeh),London,1 Vicarage Ln,E6 6AD,0.057435,51.52591,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2522,Friday Prayer (Jummah Salah),Sheffield,34 Herries Rd Dr,S5 7AU,-1.4576093,53.409889,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2523,Friday Prayer (Jummah Salah),Oxford,The Women's Centre,OX3 0AG,-1.2184833,51.7637357,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2524,African Zongo Community Centre & Mosque,Wolverhampton,Temple St,WV2 4AN,-2.1302341,52.582505,Unavailable,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/people/African-Zongo-Community-Wolverhampton-uk/100069042750374/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2525,sandwell and birmingham kurdish community Al Judi Mosqueمزگەوتی جودی,Birmingham,298 Dudley Rd,B18 4HL,-1.9418249,52.4862154,+44 7734 155096,Unavailable,not available,not available,False,not available,not available,http://aljudi-masjid.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://aljudi-masjid.co.uk/contact.html,False
2526,Islamic Centre Colindale,London,223 Edgware Rd,NW9 6LR,-0.2521668999999999,51.5878137,+44 20 3556 0739,Unavailable,not available,not available,False,not available,not available,http://islamiccentrecolindale.org/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2527,Jummah Salah in Chapel,Cheltenham,"West Block, Sandford Rd",GL53 7AN,-2.0729569,51.8923456,+44 300 422 4286,Unavailable,not available,J,False,not available,not available,https://www.gloshospitals.nhs.uk/your-visit/visitors-and-carers/spiritual-care/,ghn-tr.spiritualcare@nhs.net,not available,https://www.facebook.com/gloshospitalsNHS,https://instagram.com/gloshospitals_nhs,https://www.youtube.com/user/GlosHospitalsNHS,https://twitter.com/gloshospitals,https://www.linkedin.com/company/gloucestershire-hospitals-nhs-foundation-trust,https://gloshospitals.nhs.uk/contact-us/,False
2528,Oadby Community Hub (Masjid Adam),Leicester,"Walter Charles Centre, Wigston Rd",LE2 5QE,-1.0809145,52.5969325,Unavailable,Unavailable,not available,not available,False,not available,not available,http://oadbych.org/,contact@oadbych.org,not available,http://facebook.com/oadbych,http://instagram.com/oadbych,Unavailable,Unavailable,Unavailable,http://oadbych.org/mailto:contact@oadbych.org,False
2529,Friday Prayer (Jummah Salah),Nottingham,WRV7+PH,Unavailable,-1.1860416,52.9443283,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2530,Muslim Prayer Room (& Jummah),London,Unavailable,Unavailable,-0.0877249,51.5035124,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2531,Friday Prayer (Jumu'ah) in Holland House,London,1 Bury St,EC3A 5AW,-0.0795289,51.5140161,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2532,Taiyabah Centre (Part of BCIS),Bolton,Astley St,BL1 8EH,-2.4330989,53.5939065,+44 1204 535997,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2533,As Suffah Academy,Bolton,Melbourne Rd,BL3 5RQ,-2.4540094,53.5671708,+44 7775 761110,Unavailable,not available,not available,False,not available,not available,http://as-suffahacademy.org/,admin@as-suffahacademy.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://as-suffahacademy.org/contact,False
2534,Dawateislami Markaz & Mosque,Manchester,237 Dickenson Rd,M13 0YW,-2.2082715,53.4548279,+44 161 224 3891,Unavailable,not available,not available,False,not available,not available,https://www.dawateislami.net/,support@dawateislami.net,not available,https://www.facebook.com/dawateislami.net,https://www.instagram.com/dawateislamiofficial,https://www.youtube.com/embed/kGMYCEd4UDE?rel=0,https://twitter.com/madanichannel,Unavailable,https://dawateislami.net/#pills-contact,False
2535,Fife Muslim Educational & Culture Centre,Glenrothes,33 Cadham Terrace,KY7 6RU,-3.170384,56.2082625,+44 7738 259882,Unavailable,not available,not available,False,not available,not available,https://fife.go2masjid.website/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2536,Mosque,London,20 Little Somerset St,E1 8AH,-0.0745583,51.5134833,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2538,Bushey Islamic Circle,Bushey,"Country Club, The Bushey Centre, High St",WD23 1TT,-0.3628836,51.643566,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.busheyislamiccircle.org.uk/,Unavailable,not available,Unavailable,https://www.instagram.com/busheyislamiccircle,Unavailable,Unavailable,Unavailable,Unavailable,False
2539,Mosque prayer room inside guest service,Ellesmere Port,155 Kinsey Rd,CH65 9JJ,-2.8794949,53.266843,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2540,rose hill Islamic centre,Oxford,56 Ashhurst Way,OX4 4RF,-1.2298624,51.7260088,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2541,Jamia Abu Hanifa Madrasa,Bradford,35 Hustler St,BD3 0QB,-1.7354059,53.8025806,+44 7588 529840,Unavailable,not available,not available,False,not available,not available,http://mabuhanifa.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2542,The Madrassa,Birmingham,1177 Coventry Rd,B25 8DF,-1.8313529,52.4627833,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2543,Jummah Salah/Prayer in Multi Cultural Community Centre,Watford,70 Durban Rd W,WD18 7DS,-0.408499,51.6549387,+44 1923 220136,Unavailable,not available,J,False,not available,not available,http://www.mcccwatford.co.uk/activities/,admin@mcccwatford.co.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://mcccwatford.co.uk/contact/,False
2544,Aston University Prayer Room,Birmingham,8 Coleshill St,B4 7BX,-1.8887177,52.4841002,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/astonisoc?locale=en_GB,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2545,Imaan Centre,Leicester,76 Orson St,LE5 5EN,-1.104309,52.6327361,0116 255 4991,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2546,مسجد,Southampton,75 East St,SO14 3HQ,-1.3991344,50.9015555,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2547,Adam Masjid,Bradford,Syedna Way,BD8 9AR,-1.7829971,53.7977673,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2548,AlHikmah Project Keighley,Keighley,School St,BD20 6ER,-1.918666,53.8808471,+44 1535 210422,Unavailable,not available,not available,False,not available,not available,http://www.alhikmahproject.co.uk/,info@alhikmahproject.co.uk,not available,https://www.facebook.com/alHikmahprojectkly,https://www.instagram.com/alhikmahprojectkeighley,Unavailable,https://twitter.com/alhikmahproject,Unavailable,https://www.alhikmahproject.co.uk/contact/,False
2549,Faizan-e-Madina Walsall,Walsall,30 Essex St,WS2 7AU,-1.985694,52.5979514,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2550,Friday Prayer (Jummah Salah),Ascot,"Birch House, 26 Brook Ave",SL5 7SG,-0.6860208999999999,51.4082296,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2551,Masjid Iman - Iman Community Association,Huddersfield,"WAVERLEY HOUSE, Waverley Rd",HD1 5NA,-1.7905497,53.6495723,+44 7709 950111,Unavailable,not available,not available,False,not available,not available,https://www.muslimgiving.org/imancommunityassociation,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2552,Hijaz Masjid,Nuneaton,Watling St,Unavailable,-1.4241227,52.5465584,+44 24 7632 5859,Unavailable,not available,not available,False,not available,not available,http://hijaz.org/,registrar@hijaz.co.uk,not available,https://en-gb.facebook.com/Hijazcommunity786/,Unavailable,https://www.youtube.com/channel/UCEmuMCHNS74GTmGCmLKnJYA,Unavailable,Unavailable,https://hijaz.org/contact/,False
2553,Masjid Al Ansaar,Bolton,61 Northfield St,BL3 5JH,-2.4479486,53.5709911,+44 7598 423607,Unavailable,not available,not available,False,not available,not available,https://www.alansaarmasjid.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2554,Safa Mosque,Preston,388 St George's Rd,PR1 6SL,-2.6866262,53.7692536,01772 716060,Unavailable,not available,not available,False,not available,not available,https://alansaar.org.uk/the-suffah-institute/#1574938427892-4817b820-d689,info@alansaar.org.uk,not available,Unavailable,Unavailable,https://www.youtube.com/channel/UCYZYoo_ryDSuzjiMb5-928w,https://twitter.com/@mtqmadrasa,Unavailable,https://alansaar.org.uk/contact-us/,False
2555,Al Fath Trust (Wadham Lodge Jummah),London,Kitchener Rd,E17 4LL,-0.0102061,51.5970807,Unavailable,Unavailable,not available,J,False,not available,not available,https://www.alfathtrust.co.uk/,contact@alfathtrust.co.uk,not available,https://www.facebook.com/yacine.chiheb,https://www.instagram.com/alfathtrustuk/,https://www.youtube.com/channel/UCo6JM3Gld21swnhe5PdiARw?view_as=subscriber,Unavailable,Unavailable,https://www.alfathtrust.co.uk/contact,False
2556,Faiz-e-Raza Academy,Leicester,A47,LE5 0FQ,-1.107865,52.6417191,+44 7785 530720,Unavailable,not available,not available,False,not available,not available,https://mosquefinder.co.uk/faiz-e-raza-academy-leicester.html,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://mosquefinder.co.uk/contact-us,False
2557,Masjid,Henley-on-Thames,18 Greys Rd,RG9 1SB,-0.9045069,51.5360504,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2558,"Mosque - Inside Ulster University, Jordanstown",Newtownabbey,"Block 12, 3rd Floor (Level-L), Room#01, Jordanstown",BT37 0QB,-5.8817643,54.6875301,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2559,Majma-e Eslami Jahani,London,20 Penzance Pl,W11 4PG,-0.2120005999999999,51.5089329,+44 20 7602 5273,Unavailable,not available,not available,False,not available,not available,http://arafeh.co.uk/,islamicuniversal@gmail.com,not available,https://www.facebook.com/IUA.Majma/,Unavailable,https://www.youtube.com/c/Majmaiua,Unavailable,Unavailable,https://arafeh.co.uk/contact-us/,False
2561,ANNOUR EDUCATION AND CULTURAL CENTRE مسجد النور,Liverpool,Granby St,L8 2XA,-2.9564548,53.3916942,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2562,Masjid Darul Arqam,Newcastle upon Tyne,"Condercum Road Back, Condercum Rd",NE4 8XQ,-1.6613164,54.9721045,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2563,Friday Prayer (JUMUAH PRAYERS),Reading,"Caversham Hall, St John's Rd",RG4 5AN,-0.9618998,51.4660564,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/CavershamMuslimAssociation,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2565,Friday Prayer,Bangor,Ysbyty Gwynedd Hospital,LL57,-4.1605417,53.2091481,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2566,Masjid prayer room,Milton Keynes,Unavailable,Unavailable,-0.7548982999999999,52.0439264,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2567,Sopwell Community Trust - Masjid Ar Rahman,St Albans,4-6 Abbots Ave,AL1 2HX,-0.3332922,51.7389909,+44 1727 422222,Unavailable,not available,not available,False,not available,not available,https://sopwellct.org.uk/,sopwellct@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://sopwellct.org.uk/contactus,False
2568,Walworth road Masjid,London,175 Walworth Rd,SE17 1RW,-0.0965119,51.4902141,Unavailable,Unavailable,not available,not available,False,not available,not available,http://dairatul-amni.com/,dairatul.amni@gmail.com,not available,https://www.facebook.com/WalworthRoadMosque,Unavailable,Unavailable,Unavailable,Unavailable,https://dairatul-amni.com/contact/,False
2570,Gulzare Habib & Islamic Centre & Mosque,Birmingham,1 College Rd,B13 9LS,-1.8565489,52.4432816,+44 7854 217292,Unavailable,not available,not available,False,not available,not available,http://sbcmasjid.co.uk/,enquires@gulzarehabib.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://sbcmasjid.co.uk/#contact,False
2572,Selimiye Community Centre,Manchester,7 Dolphin St,M12 6BG,-2.2211513,53.4706965,+44 161 273 4342,Unavailable,not available,not available,False,not available,not available,http://www.selimiye.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://selimiye.co.uk/contact,False
2573,Bayt Ur-Rahmaan Culture Centre,Denbigh,10 Hall Square,LL16 3NU,-3.4181605,53.1837004,+44 7496 017811,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2574,Liverpool Diyanet Community Centre (Masjid),Liverpool,108 Breck Rd,L4 2RD,-2.9539276,53.4251249,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2575,Ballymena Jumma Masjid,Ballymena,"Unit 19, Ballykeel Business Centre, 18 Crebilly Rd",BT42 4DN,-6.2589951,54.8584247,+44 7543 812403,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2576,Masjid Ar-Rashideen,Batley,Ings Rd,WF17 8LT,-1.6432147,53.7198649,+44 7939 334821,Unavailable,not available,not available,False,not available,not available,https://emasjidlive.co.uk/listen/masjidarrashideen,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://emasjidlive.co.uk/contact/,False
2577,Marseden street,Accrington,Unavailable,Unavailable,-2.37218,53.753609,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2578,Friday Prayer (Jummah Salah),Chesterfield,Courtyard,S44 5BL,-1.3977503999999998,53.2365349,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2579,Jummah Salah in Portsoken Community Hall (Run by Halls 4 Jumuah),London,16 Little Somerset St,E1 8AH,-0.0739619,51.513386,+44 7951 251363,Unavailable,not available,J,False,not available,not available,https://www.halls4jumuah.org/,halls4jumuah1@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://halls4jumuah.org/contact-us,False
2581,Southfields Masjid & Madrasah,London,"Open Door Community Centre, Keevil Dr",SW19 6TF,-0.2160173,51.4487386,+44 7312 130968,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2582,Mosque (Friday prayer only),Isleworth,120 Wood Ln,TW7 5FG,-0.3372435,51.4822131,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2583,Muslim Prayer Room (with Jummah),Birmingham,Unavailable,Unavailable,-1.9946251,52.4331166,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2584,AlQuba Masjid and Cultural Centre,Nottingham,128 Edwards Ln,NG5 3HU,-1.1492868,52.9891506,+44 115 854 3133,Unavailable,not available,not available,False,not available,not available,http://www.fivewayscentre.com/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2586,"Jummah Salah in Quite Room (Blue Zone, near to Oncology)",Torquay,Newton Rd,TQ2 7AA,-3.5531071,50.4820379,+44 1803 654186,Unavailable,not available,J,False,not available,not available,https://www.torbayandsouthdevon.nhs.uk/services/religious-and-spiritual-support/the-chapel-and-the-quiet-room/,pfvwhite@gmail.com,not available,https://www.facebook.com/torbayandsouthdevonft/,https://www.instagram.com/torbayandsouthdevonnhs/,Unavailable,https://twitter.com/torbaysdevonnhs/,Unavailable,https://www.torbayandsouthdevon.nhs.uk/contact-us/,False
2587,Friday Prayer (Jummah Salah),Sunderland,9 Blackett Terrace,SR4 7XD,-1.4080549,54.9045072,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2588,Sakina Ahmed Masjid,Fareham,"First Floor, 97-99 West St",PO16 0AS,-1.1799205,50.8526847,Unavailable,Unavailable,not available,not available,False,not available,not available,http://sakinamasjid.co.uk/,Unavailable,not available,https://facebook.com/Bashirahmedmasjid/videos/,Unavailable,Unavailable,Unavailable,Unavailable,http://sakinamasjid.co.uk/18/contact-us.php,False
2590,Southgate Mosque,London,"Southgate Mosque and Community Center, 92 High St",N14 6DH,-0.1266619,51.6295123,07956 987398,Unavailable,not available,not available,False,not available,not available,https://www.southgatemosque.co.uk/,info@southgatemosque.co.uk,not available,https://www.facebook.com/@Southgate-Mosque-and-Community-Centre-100081925875521/,https://www.instagram.com/southgate_mosque/,Unavailable,https://twitter.com/southgatemosque,Unavailable,https://www.southgatemosque.co.uk/contact/,False
2591,Milton Keynes Salafi Dawah,Milton Keynes,"Centrecom Meeting Place, 602 N Row",MK9 3BJ,-0.7592858,52.0448599,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2592,Noor E Huda Mosque,Birmingham,10 Glastonbury Rd,B14 4DR,-1.8691221,52.4171877,+44 121 430 2272,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2593,Yeovil Mosque,Yeovil,8A Westminster St,BA20 1AE,-2.63465,50.9417163,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2594,Jumaah by the Heart of Enfield (Turkey Street),andDendridge ClEnfield,"On corner of, Turkey Street Enfield, Turkey St",EN1 4PL,-0.0501167999999999,51.6727017,+44 20 3576 0052,Unavailable,not available,J,False,not available,not available,http://www.heartofenfieldmosque.org/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2595,Muslim Prayer Rooms 321 and 324,Salford,Allerton Building (Robert Powell Theatre),M6 6PU,-2.2785136,53.488365,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2596,Sheppey Muslim Community,Sheerness,148 High St,ME12 1UD,0.7636947,51.438475,+44 7940 296806,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
